               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.077158,            0.025959,            0.038704,             0.23965,             0.29713,             0.22095,             0.08592,            0.053078,            0.016443,            0.028341,            0.070194,           0.0033118,           0.0033118
                   1,            0.053638,             0.01995,            0.024048,              0.4066,             0.48816,             0.46449,             0.17248,            0.047271,            0.013399,            0.019199,            0.040128,           0.0065794,           0.0065794
                   2,            0.050307,            0.017784,            0.017317,              0.3803,             0.33055,             0.28184,              0.1163,            0.053864,            0.015974,            0.022816,            0.009996,           0.0097809,           0.0097809
                   3,            0.046638,            0.017533,            0.014808,             0.46742,             0.49271,             0.47331,             0.20944,             0.04506,            0.015687,            0.020263,            0.009703,            0.009703,            0.009703
                   4,            0.044793,            0.016963,            0.012854,             0.63543,              0.5606,             0.60023,             0.29526,            0.042234,             0.01333,            0.013573,            0.009703,            0.009703,            0.009703
                   5,            0.042899,            0.016218,            0.011037,             0.70992,              0.6288,              0.6843,             0.35794,            0.038273,            0.012963,            0.010217,            0.009604,            0.009604,            0.009604
                   6,            0.040723,            0.015264,           0.0095546,             0.72326,             0.62681,             0.68064,              0.3529,            0.038683,             0.01278,            0.010808,            0.009505,            0.009505,            0.009505
                   7,            0.039473,            0.015271,           0.0088353,             0.75812,             0.71076,             0.75329,              0.3811,            0.038086,            0.011561,           0.0084558,            0.009406,            0.009406,            0.009406
                   8,            0.038502,            0.014491,           0.0079697,              0.7492,             0.70886,             0.77393,             0.42793,            0.036392,            0.011364,           0.0084656,            0.009307,            0.009307,            0.009307
                   9,            0.037217,            0.014206,            0.007358,             0.81793,             0.71939,             0.79455,             0.44902,            0.035107,            0.011101,           0.0096768,            0.009208,            0.009208,            0.009208
                  10,            0.036025,            0.013888,           0.0065998,             0.73253,             0.74144,             0.78258,             0.45982,            0.033518,            0.011767,           0.0089688,            0.009109,            0.009109,            0.009109
                  11,            0.035397,            0.013561,           0.0062874,             0.86202,             0.80633,             0.87882,             0.51461,            0.032387,           0.0096034,           0.0055857,             0.00901,             0.00901,             0.00901
                  12,            0.034527,            0.012986,           0.0058162,              0.8607,             0.79809,             0.87669,             0.52651,            0.032039,            0.010271,            0.006062,            0.008911,            0.008911,            0.008911
                  13,            0.034045,            0.012832,           0.0053631,              0.8384,             0.82531,             0.87137,             0.52482,            0.031364,            0.010187,           0.0067863,            0.008812,            0.008812,            0.008812
                  14,            0.033512,            0.012573,           0.0051304,             0.87811,             0.82763,              0.8877,             0.54553,            0.031079,            0.009485,           0.0060316,            0.008713,            0.008713,            0.008713
                  15,             0.03229,            0.012442,           0.0047194,             0.86441,             0.83391,             0.89587,             0.53115,            0.031299,           0.0093599,           0.0051448,            0.008614,            0.008614,            0.008614
                  16,            0.031925,            0.012305,           0.0047765,             0.89619,             0.83664,             0.90179,             0.56432,            0.030191,           0.0094889,           0.0046715,            0.008515,            0.008515,            0.008515
                  17,             0.03165,            0.011796,           0.0045382,             0.89407,             0.86562,             0.92824,             0.58856,              0.0284,           0.0087528,           0.0041764,            0.008416,            0.008416,            0.008416
                  18,             0.03084,            0.011598,           0.0042563,              0.8943,             0.86672,             0.91833,             0.58462,            0.029069,           0.0090348,           0.0052023,            0.008317,            0.008317,            0.008317
                  19,            0.030236,            0.011364,           0.0041087,             0.90336,             0.85842,             0.91961,             0.59878,            0.028492,           0.0088661,           0.0045527,            0.008218,            0.008218,            0.008218
                  20,            0.029992,            0.011357,           0.0040048,             0.90486,             0.86612,              0.9189,             0.58518,            0.028584,            0.008597,           0.0060691,            0.008119,            0.008119,            0.008119
                  21,            0.029493,            0.011075,           0.0041686,             0.86754,             0.85844,             0.91411,             0.58038,            0.029174,           0.0090969,           0.0050024,             0.00802,             0.00802,             0.00802
                  22,            0.029266,            0.011131,           0.0037314,             0.89133,              0.8481,             0.90576,             0.58778,            0.028931,           0.0093855,           0.0058091,            0.007921,            0.007921,            0.007921
                  23,            0.029061,            0.011025,           0.0038878,             0.90275,               0.877,             0.91956,             0.61413,            0.027145,           0.0087049,            0.005342,            0.007822,            0.007822,            0.007822
                  24,            0.028443,            0.010763,           0.0036127,             0.90525,             0.88272,             0.91942,             0.61316,            0.026982,           0.0088624,           0.0057536,            0.007723,            0.007723,            0.007723
                  25,            0.028201,            0.010706,           0.0036182,             0.92299,             0.87545,             0.92256,             0.60822,            0.027264,           0.0086426,            0.005561,            0.007624,            0.007624,            0.007624
                  26,            0.027838,            0.010495,           0.0035149,             0.90818,             0.88157,             0.93041,             0.62807,            0.026277,           0.0084043,           0.0054134,            0.007525,            0.007525,            0.007525
                  27,            0.027395,            0.010348,            0.003339,             0.91165,              0.8885,             0.93388,             0.63484,            0.026089,           0.0085559,           0.0044034,            0.007426,            0.007426,            0.007426
                  28,            0.027761,            0.010373,           0.0034642,             0.92151,             0.89606,              0.9412,             0.64006,            0.026002,           0.0083088,           0.0046616,            0.007327,            0.007327,            0.007327
                  29,            0.026974,            0.010367,           0.0029882,             0.92356,             0.87073,             0.92766,             0.62091,            0.027265,           0.0087263,           0.0047657,            0.007228,            0.007228,            0.007228
                  30,            0.026632,            0.010128,            0.003124,             0.92451,             0.88439,             0.93038,             0.63519,            0.025529,           0.0084404,            0.004809,            0.007129,            0.007129,            0.007129
                  31,            0.026258,            0.010039,           0.0030056,             0.93094,             0.90059,               0.941,             0.65317,            0.025302,            0.008151,           0.0044765,             0.00703,             0.00703,             0.00703
                  32,            0.026133,           0.0099391,           0.0028765,             0.93398,             0.90295,             0.94482,             0.64463,            0.025783,            0.007962,           0.0036787,            0.006931,            0.006931,            0.006931
                  33,            0.025916,           0.0098529,           0.0030979,             0.92904,             0.89365,              0.9391,             0.65334,            0.025212,           0.0082315,             0.00459,            0.006832,            0.006832,            0.006832
                  34,            0.025653,           0.0097135,           0.0028051,              0.9256,             0.89236,             0.93174,             0.64443,            0.025549,           0.0082736,           0.0049989,            0.006733,            0.006733,            0.006733
                  35,            0.025114,           0.0096229,           0.0027245,             0.92607,             0.89751,             0.93931,             0.66502,            0.024478,           0.0081449,           0.0049898,            0.006634,            0.006634,            0.006634
                  36,            0.025046,           0.0096053,           0.0026545,             0.92961,             0.90628,             0.94084,             0.65128,             0.02512,           0.0077427,           0.0050088,            0.006535,            0.006535,            0.006535
                  37,            0.024652,           0.0096483,           0.0027465,             0.93885,             0.90564,              0.9443,             0.67045,            0.023939,           0.0077427,           0.0050106,            0.006436,            0.006436,            0.006436
                  38,            0.024526,           0.0093554,           0.0026154,             0.94108,             0.90524,             0.94149,             0.67431,            0.023711,           0.0080517,           0.0042322,            0.006337,            0.006337,            0.006337
                  39,             0.02453,           0.0094115,           0.0026857,             0.94806,               0.909,             0.94849,             0.68366,            0.023548,           0.0076865,           0.0048788,            0.006238,            0.006238,            0.006238
                  40,            0.024113,           0.0091557,           0.0026415,             0.94448,             0.91266,             0.95179,             0.68286,            0.023561,           0.0077798,           0.0039046,            0.006139,            0.006139,            0.006139
                  41,             0.02396,           0.0091334,           0.0025073,             0.93876,             0.90044,             0.94776,             0.69225,            0.023305,           0.0077203,           0.0044978,             0.00604,             0.00604,             0.00604
                  42,            0.023996,           0.0091396,           0.0024643,             0.94602,             0.90281,             0.94068,             0.68177,            0.023657,           0.0080153,           0.0047703,            0.005941,            0.005941,            0.005941
                  43,            0.023799,           0.0091461,           0.0026194,             0.93693,             0.89583,             0.93377,             0.65608,              0.0246,           0.0081693,            0.004746,            0.005842,            0.005842,            0.005842
                  44,              0.0238,           0.0091614,           0.0027265,             0.94904,             0.90338,             0.95127,             0.68622,            0.023379,           0.0078504,           0.0043055,            0.005743,            0.005743,            0.005743
                  45,            0.023342,           0.0088687,           0.0023181,             0.94046,             0.90621,             0.94067,             0.68548,            0.023111,           0.0077506,           0.0052847,            0.005644,            0.005644,            0.005644
                  46,            0.023082,           0.0087938,           0.0024583,             0.93183,             0.90181,             0.94248,             0.68359,            0.022967,           0.0079708,           0.0049364,            0.005545,            0.005545,            0.005545
                  47,            0.022773,           0.0085491,           0.0022693,             0.95423,             0.90859,             0.95033,             0.69476,            0.022802,            0.007706,           0.0041988,            0.005446,            0.005446,            0.005446
                  48,            0.022746,           0.0087464,           0.0022881,             0.94547,               0.916,             0.94957,             0.69555,            0.022722,           0.0076743,           0.0045879,            0.005347,            0.005347,            0.005347
                  49,            0.022603,           0.0087566,           0.0021765,             0.94161,             0.91719,             0.95181,             0.70252,             0.02239,           0.0077764,           0.0037664,            0.005248,            0.005248,            0.005248
                  50,            0.022331,           0.0087264,           0.0022236,             0.94528,             0.90728,             0.95122,             0.70758,            0.022386,           0.0077244,           0.0040052,            0.005149,            0.005149,            0.005149
                  51,             0.02193,           0.0084579,           0.0022283,             0.95186,             0.91524,             0.95306,             0.70282,            0.022313,           0.0076616,           0.0045002,             0.00505,             0.00505,             0.00505
                  52,            0.022248,           0.0085894,           0.0022912,             0.94697,             0.91152,             0.95228,              0.7085,             0.02225,           0.0077324,           0.0047349,            0.004951,            0.004951,            0.004951
                  53,            0.021864,           0.0084345,           0.0022365,             0.94861,             0.92568,             0.95591,               0.715,             0.02157,            0.007365,           0.0040419,            0.004852,            0.004852,            0.004852
                  54,            0.021196,           0.0084386,           0.0021299,              0.9512,             0.92699,             0.95657,             0.71356,            0.022035,           0.0076496,           0.0037658,            0.004753,            0.004753,            0.004753
                  55,            0.021223,           0.0083949,             0.00195,              0.9464,             0.92366,              0.9524,              0.7061,            0.021986,           0.0076742,           0.0043986,            0.004654,            0.004654,            0.004654
                  56,             0.02129,            0.008295,           0.0021015,             0.95242,             0.91601,             0.94727,             0.70011,            0.022027,           0.0078042,           0.0044803,            0.004555,            0.004555,            0.004555
                  57,            0.021255,            0.008256,           0.0021225,              0.9567,             0.91802,             0.94948,             0.71229,            0.021889,           0.0077689,           0.0043993,            0.004456,            0.004456,            0.004456
                  58,             0.02086,           0.0081788,           0.0020341,              0.9562,             0.91983,             0.95692,             0.71945,            0.021497,            0.007365,           0.0040561,            0.004357,            0.004357,            0.004357
                  59,            0.020892,           0.0080296,           0.0019121,             0.95177,             0.91803,             0.95149,             0.71832,            0.021347,           0.0073491,           0.0040124,            0.004258,            0.004258,            0.004258
                  60,            0.020491,           0.0081183,           0.0019008,             0.95962,             0.91479,             0.95267,             0.72215,            0.021073,            0.007447,           0.0043341,            0.004159,            0.004159,            0.004159
                  61,            0.020697,           0.0079937,           0.0019148,             0.95845,             0.91997,              0.9502,             0.71731,            0.021452,           0.0074204,           0.0047198,             0.00406,             0.00406,             0.00406
                  62,            0.020433,            0.008072,           0.0018764,             0.96005,             0.91999,             0.94889,             0.72211,            0.021191,           0.0076007,           0.0045684,            0.003961,            0.003961,            0.003961
                  63,            0.020062,            0.007959,           0.0019339,             0.95505,             0.91751,             0.95132,             0.72375,            0.020687,           0.0074585,           0.0045797,            0.003862,            0.003862,            0.003862
                  64,            0.020064,           0.0079405,            0.002027,             0.95678,               0.923,             0.95502,             0.72059,            0.021272,           0.0074192,           0.0043358,            0.003763,            0.003763,            0.003763
                  65,                0.02,           0.0078248,           0.0019949,             0.95707,             0.91811,               0.951,             0.72717,            0.020716,            0.007337,             0.00443,            0.003664,            0.003664,            0.003664
                  66,            0.019953,            0.007863,           0.0020212,             0.96181,             0.92598,             0.95212,             0.72571,            0.020943,           0.0072653,           0.0048415,            0.003565,            0.003565,            0.003565
                  67,            0.019227,           0.0076923,           0.0017808,             0.96041,             0.92338,             0.95273,             0.73363,            0.020608,           0.0073855,           0.0042063,            0.003466,            0.003466,            0.003466
                  68,            0.019569,           0.0077804,           0.0017978,             0.96205,             0.92542,             0.95365,             0.73469,            0.020583,           0.0072972,           0.0047623,            0.003367,            0.003367,            0.003367
                  69,            0.019282,           0.0077041,           0.0017822,             0.96336,             0.92538,             0.95544,             0.73401,            0.020731,           0.0072849,           0.0040564,            0.003268,            0.003268,            0.003268
                  70,            0.019027,            0.007577,            0.001864,             0.95868,             0.92038,             0.95362,             0.73279,            0.020584,           0.0073804,           0.0043336,            0.003169,            0.003169,            0.003169
                  71,            0.019259,           0.0075089,           0.0017891,             0.96304,             0.92687,             0.95366,             0.73201,            0.020629,           0.0073137,           0.0043546,             0.00307,             0.00307,             0.00307
                  72,            0.018973,           0.0074445,           0.0016598,             0.96451,             0.93193,             0.95291,             0.73712,             0.02032,           0.0071892,           0.0044711,            0.002971,            0.002971,            0.002971
                  73,            0.018713,           0.0074778,           0.0017539,             0.96344,             0.92961,              0.9539,             0.74006,             0.02012,           0.0071681,            0.004843,            0.002872,            0.002872,            0.002872
                  74,            0.018552,           0.0074293,           0.0015712,             0.96884,             0.92531,             0.95594,             0.74391,            0.020067,           0.0071029,           0.0048508,            0.002773,            0.002773,            0.002773
                  75,            0.018414,           0.0074795,           0.0018203,             0.96671,             0.92298,             0.95661,             0.74356,            0.020098,           0.0071134,           0.0045993,            0.002674,            0.002674,            0.002674
                  76,            0.018168,           0.0072574,           0.0016897,             0.97132,              0.9209,             0.95703,             0.74169,            0.020278,           0.0071159,           0.0039891,            0.002575,            0.002575,            0.002575
                  77,            0.017936,           0.0072966,           0.0015245,             0.96203,             0.92534,             0.95501,             0.74395,            0.020236,           0.0070879,           0.0042096,            0.002476,            0.002476,            0.002476
                  78,             0.01797,           0.0071778,           0.0016706,             0.96241,             0.92459,             0.95589,             0.74153,            0.020124,            0.007083,           0.0042522,            0.002377,            0.002377,            0.002377
                  79,            0.017825,           0.0072181,           0.0015663,              0.9736,             0.92175,             0.95512,             0.74581,            0.019962,           0.0070681,           0.0041848,            0.002278,            0.002278,            0.002278
                  80,             0.01766,           0.0071589,           0.0016017,             0.96801,             0.92188,             0.95586,             0.74711,             0.01997,           0.0071344,           0.0040846,            0.002179,            0.002179,            0.002179
                  81,            0.017282,           0.0070779,           0.0014976,             0.96964,             0.92335,             0.95672,             0.74873,            0.019811,           0.0071473,           0.0040543,             0.00208,             0.00208,             0.00208
                  82,            0.017396,           0.0071632,           0.0014696,             0.96749,             0.92046,             0.95536,             0.75026,             0.01982,           0.0072705,            0.003868,            0.001981,            0.001981,            0.001981
                  83,            0.017227,           0.0069053,            0.001471,             0.96659,             0.92316,             0.95589,             0.75458,            0.019721,           0.0072899,           0.0039548,            0.001882,            0.001882,            0.001882
                  84,             0.01717,           0.0070891,           0.0013969,             0.96576,             0.92321,             0.95547,             0.74924,            0.019609,           0.0072742,           0.0040692,            0.001783,            0.001783,            0.001783
                  85,            0.016804,           0.0068872,           0.0014719,              0.9624,             0.92572,             0.95274,             0.75237,            0.019551,           0.0072513,           0.0043383,            0.001684,            0.001684,            0.001684
                  86,            0.016778,           0.0068273,            0.001388,             0.96621,             0.92648,             0.95322,               0.752,            0.019469,           0.0071822,           0.0044907,            0.001585,            0.001585,            0.001585
                  87,            0.016691,           0.0067594,           0.0014519,             0.96651,              0.9318,             0.95412,             0.75319,            0.019389,           0.0072098,           0.0043309,            0.001486,            0.001486,            0.001486
                  88,            0.016637,           0.0067753,           0.0015957,             0.96787,             0.92752,             0.95362,             0.75803,            0.019301,           0.0072098,           0.0047211,            0.001387,            0.001387,            0.001387
                  89,            0.016503,           0.0066981,           0.0014245,             0.96439,             0.92676,             0.95499,             0.75913,             0.01923,           0.0071754,           0.0048501,            0.001288,            0.001288,            0.001288
                  90,            0.016288,           0.0066635,           0.0014072,             0.95811,             0.93166,             0.95329,             0.75866,            0.019172,           0.0071902,           0.0047617,            0.001189,            0.001189,            0.001189
                  91,             0.01607,           0.0066818,           0.0013244,             0.96457,             0.92393,             0.95492,             0.75773,            0.019231,           0.0071501,           0.0047136,             0.00109,             0.00109,             0.00109
                  92,            0.016095,           0.0065236,            0.001376,             0.96541,              0.9257,             0.95538,             0.76014,            0.019125,           0.0071938,           0.0049403,            0.000991,            0.000991,            0.000991
                  93,            0.015879,           0.0065941,           0.0013064,             0.96844,             0.92988,             0.95626,             0.76128,            0.018967,           0.0071834,           0.0046638,            0.000892,            0.000892,            0.000892
                  94,            0.015835,           0.0065345,           0.0013717,             0.97203,             0.92582,             0.95653,             0.76175,            0.019005,            0.007213,           0.0045194,            0.000793,            0.000793,            0.000793
                  95,            0.015577,           0.0065219,           0.0013977,             0.96929,             0.92847,              0.9576,             0.76275,            0.019051,           0.0072221,            0.004564,            0.000694,            0.000694,            0.000694
                  96,            0.015544,           0.0064435,           0.0015086,             0.96312,             0.93128,             0.95615,             0.76344,            0.018966,           0.0072103,           0.0047058,            0.000595,            0.000595,            0.000595
                  97,              0.0153,           0.0064404,           0.0012436,             0.96694,             0.92676,             0.95572,             0.76556,            0.018978,           0.0072143,            0.004824,            0.000496,            0.000496,            0.000496
                  98,            0.015405,           0.0064878,           0.0013805,             0.96326,             0.93216,             0.95565,             0.76337,            0.018921,           0.0071141,           0.0047648,            0.000397,            0.000397,            0.000397
                  99,            0.015128,           0.0064641,           0.0011766,             0.96352,             0.93342,             0.95572,             0.76436,             0.01892,           0.0071187,           0.0048177,            0.000298,            0.000298,            0.000298
